Plan_id,benefit_id,Duration,terms_condition
PLN000008,BEN000091,60,Requires active internet connection to access.
PLN000021,BEN000176,180,Maximum one redemption per subscriber.
PLN000024,BEN000080,30,Offer valid for new subscribers only.
PLN000003,BEN000094,365,Valid for plan duration only. Non-transferable.
PLN000025,BEN000147,60,Can be availed once per billing cycle.
PLN000052,BEN000127,7,Applicable only on selected networks.
PLN000032,BEN000022,28,Can be availed once per billing cycle.
PLN000066,BEN000121,60,Maximum one redemption per subscriber.
PLN000098,BEN000147,60,Applicable on first activation. Subject to availability.
PLN000085,BEN000137,7,Applicable on first activation. Subject to availability.
PLN000040,BEN000133,90,Benefit auto-activates within 24 hours of recharge.
PLN000048,BEN000161,14,Can be availed once per billing cycle.
PLN000094,BEN000144,90,Maximum one redemption per subscriber.
PLN000075,BEN000075,180,Requires active internet connection to access.
PLN000072,BEN000006,90,Benefit auto-activates within 24 hours of recharge.
PLN000040,BEN000120,90,Requires active internet connection to access.
PLN000063,BEN000126,28,Offer valid for new subscribers only.
PLN000030,BEN000003,28,Maximum one redemption per subscriber.
PLN000014,BEN000166,60,Valid for plan duration only. Non-transferable.
PLN000073,BEN000196,90,Terms subject to change without notice.
PLN000066,BEN000131,180,Benefit auto-activates within 24 hours of recharge.
PLN000049,BEN000060,30,Maximum one redemption per subscriber.
PLN000086,BEN000074,28,Can be availed once per billing cycle.
PLN000082,BEN000104,60,Offer valid for new subscribers only.
PLN000078,BEN000186,180,Maximum one redemption per subscriber.
PLN000035,BEN000133,180,Terms subject to change without notice.
PLN000024,BEN000013,7,Applicable on first activation. Subject to availability.
PLN000033,BEN000022,90,Valid for plan duration only. Non-transferable.
PLN000043,BEN000140,60,Requires active internet connection to access.
PLN000042,BEN000146,7,Offer valid for new subscribers only.
PLN000050,BEN000159,60,Can be availed once per billing cycle.
PLN000099,BEN000047,28,Benefit auto-activates within 24 hours of recharge.
PLN000093,BEN000070,28,Applicable only on selected networks.
PLN000072,BEN000021,90,Terms subject to change without notice.
PLN000018,BEN000188,60,Redeemable via MyTelecom app.
PLN000047,BEN000177,7,Offer valid for new subscribers only.
PLN000050,BEN000040,14,Applicable only on selected networks.
PLN000062,BEN000056,180,Valid for plan duration only. Non-transferable.
PLN000055,BEN000023,7,Redeemable via MyTelecom app.
PLN000052,BEN000178,14,Applicable only on selected networks.
PLN000083,BEN000089,60,Valid for plan duration only. Non-transferable.
PLN000003,BEN000071,28,Benefit auto-activates within 24 hours of recharge.
PLN000012,BEN000125,60,Benefit auto-activates within 24 hours of recharge.
PLN000060,BEN000090,60,Requires active internet connection to access.
PLN000013,BEN000082,365,Applicable on first activation. Subject to availability.
PLN000037,BEN000144,180,Valid for plan duration only. Non-transferable.
PLN000028,BEN000144,90,Can be availed once per billing cycle.
PLN000057,BEN000200,28,Redeemable via MyTelecom app.
PLN000071,BEN000184,365,Can be availed once per billing cycle.
PLN000033,BEN000053,14,Benefit auto-activates within 24 hours of recharge.
PLN000013,BEN000191,14,Benefit auto-activates within 24 hours of recharge.
PLN000023,BEN000174,14,Applicable only on selected networks.
PLN000044,BEN000029,30,Applicable on first activation. Subject to availability.
PLN000075,BEN000186,60,Applicable on first activation. Subject to availability.
PLN000059,BEN000001,60,Redeemable via MyTelecom app.
PLN000086,BEN000031,90,Maximum one redemption per subscriber.
PLN000071,BEN000059,7,Redeemable via MyTelecom app.
PLN000017,BEN000004,14,Offer valid for new subscribers only.
PLN000018,BEN000165,180,Maximum one redemption per subscriber.
PLN000062,BEN000164,365,Terms subject to change without notice.
PLN000083,BEN000133,90,Requires active internet connection to access.
PLN000015,BEN000087,14,Can be availed once per billing cycle.
PLN000078,BEN000155,90,Applicable on first activation. Subject to availability.
PLN000097,BEN000162,60,Applicable only on selected networks.
PLN000082,BEN000099,90,Redeemable via MyTelecom app.
PLN000037,BEN000069,30,Valid for plan duration only. Non-transferable.
PLN000080,BEN000122,14,Benefit auto-activates within 24 hours of recharge.
PLN000086,BEN000125,28,Can be availed once per billing cycle.
PLN000056,BEN000177,180,Applicable only on selected networks.
PLN000030,BEN000184,180,Redeemable via MyTelecom app.
PLN000033,BEN000096,60,Can be availed once per billing cycle.
PLN000043,BEN000139,180,Offer valid for new subscribers only.
PLN000071,BEN000055,90,Applicable on first activation. Subject to availability.
PLN000028,BEN000070,14,Maximum one redemption per subscriber.
PLN000051,BEN000115,365,Requires active internet connection to access.
PLN000070,BEN000123,30,Offer valid for new subscribers only.
PLN000015,BEN000116,28,Requires active internet connection to access.
PLN000016,BEN000140,7,Benefit auto-activates within 24 hours of recharge.
PLN000003,BEN000129,30,Offer valid for new subscribers only.
PLN000078,BEN000083,28,Offer valid for new subscribers only.
PLN000004,BEN000154,365,Redeemable via MyTelecom app.
PLN000081,BEN000097,7,Requires active internet connection to access.
PLN000015,BEN000148,14,Benefit auto-activates within 24 hours of recharge.
PLN000079,BEN000013,180,Terms subject to change without notice.
PLN000003,BEN000068,14,Redeemable via MyTelecom app.
PLN000092,BEN000200,90,Maximum one redemption per subscriber.
PLN000059,BEN000118,14,Redeemable via MyTelecom app.
PLN000098,BEN000024,365,Redeemable via MyTelecom app.
PLN000047,BEN000034,60,Applicable only on selected networks.
PLN000078,BEN000022,30,Offer valid for new subscribers only.
PLN000038,BEN000041,60,Applicable on first activation. Subject to availability.
PLN000012,BEN000192,30,Applicable on first activation. Subject to availability.
PLN000006,BEN000062,365,Requires active internet connection to access.
PLN000007,BEN000088,30,Applicable only on selected networks.
PLN000065,BEN000153,14,Benefit auto-activates within 24 hours of recharge.
PLN000096,BEN000183,60,Applicable only on selected networks.
PLN000075,BEN000029,60,Applicable on first activation. Subject to availability.
PLN000020,BEN000097,60,Applicable only on selected networks.
PLN000031,BEN000090,14,Requires active internet connection to access.
PLN000085,BEN000021,180,Requires active internet connection to access.
PLN000063,BEN000006,7,Redeemable via MyTelecom app.
PLN000056,BEN000055,90,Valid for plan duration only. Non-transferable.
PLN000007,BEN000025,60,Applicable only on selected networks.
PLN000034,BEN000107,180,Requires active internet connection to access.
PLN000056,BEN000160,30,Benefit auto-activates within 24 hours of recharge.
PLN000033,BEN000195,30,Redeemable via MyTelecom app.
PLN000044,BEN000009,90,Terms subject to change without notice.
PLN000020,BEN000126,28,Redeemable via MyTelecom app.
PLN000071,BEN000135,14,Valid for plan duration only. Non-transferable.
PLN000080,BEN000109,28,Can be availed once per billing cycle.
PLN000007,BEN000152,90,Applicable on first activation. Subject to availability.
PLN000008,BEN000028,90,Offer valid for new subscribers only.
PLN000071,BEN000022,28,Applicable only on selected networks.
PLN000031,BEN000044,14,Offer valid for new subscribers only.
PLN000009,BEN000166,28,Applicable only on selected networks.
PLN000003,BEN000010,90,Applicable on first activation. Subject to availability.
PLN000048,BEN000101,7,Valid for plan duration only. Non-transferable.
PLN000032,BEN000142,28,Applicable on first activation. Subject to availability.
PLN000013,BEN000134,180,Offer valid for new subscribers only.
PLN000056,BEN000016,7,Applicable only on selected networks.
PLN000086,BEN000092,60,Valid for plan duration only. Non-transferable.
PLN000016,BEN000171,7,Benefit auto-activates within 24 hours of recharge.
PLN000082,BEN000004,180,Offer valid for new subscribers only.
PLN000076,BEN000176,30,Terms subject to change without notice.
PLN000089,BEN000156,60,Benefit auto-activates within 24 hours of recharge.
PLN000087,BEN000177,14,Applicable on first activation. Subject to availability.
PLN000089,BEN000152,180,Benefit auto-activates within 24 hours of recharge.
PLN000076,BEN000078,7,Applicable only on selected networks.
PLN000032,BEN000055,28,Requires active internet connection to access.
PLN000067,BEN000183,7,Requires active internet connection to access.
PLN000048,BEN000199,180,Offer valid for new subscribers only.
PLN000071,BEN000195,30,Terms subject to change without notice.
PLN000060,BEN000111,14,Maximum one redemption per subscriber.
PLN000004,BEN000152,7,Maximum one redemption per subscriber.
PLN000032,BEN000076,30,Applicable on first activation. Subject to availability.
PLN000093,BEN000196,7,Offer valid for new subscribers only.
PLN000010,BEN000024,14,Applicable on first activation. Subject to availability.
PLN000049,BEN000130,30,Applicable only on selected networks.
PLN000006,BEN000124,60,Terms subject to change without notice.
PLN000036,BEN000149,7,Offer valid for new subscribers only.
PLN000024,BEN000136,30,Can be availed once per billing cycle.
PLN000013,BEN000177,14,Applicable only on selected networks.
PLN000060,BEN000060,28,Requires active internet connection to access.
PLN000014,BEN000126,14,Valid for plan duration only. Non-transferable.
PLN000059,BEN000066,60,Requires active internet connection to access.
PLN000070,BEN000142,60,Benefit auto-activates within 24 hours of recharge.
PLN000044,BEN000196,365,Applicable only on selected networks.
PLN000094,BEN000094,28,Benefit auto-activates within 24 hours of recharge.
PLN000075,BEN000024,7,Redeemable via MyTelecom app.
PLN000099,BEN000134,90,Terms subject to change without notice.
PLN000022,BEN000138,14,Valid for plan duration only. Non-transferable.
PLN000084,BEN000007,28,Redeemable via MyTelecom app.
PLN000041,BEN000100,7,Offer valid for new subscribers only.
PLN000032,BEN000195,90,Valid for plan duration only. Non-transferable.
PLN000043,BEN000181,7,Valid for plan duration only. Non-transferable.
PLN000099,BEN000013,180,Redeemable via MyTelecom app.
PLN000087,BEN000026,28,Applicable on first activation. Subject to availability.
PLN000026,BEN000182,30,Requires active internet connection to access.
PLN000099,BEN000057,180,Terms subject to change without notice.
PLN000008,BEN000149,365,Can be availed once per billing cycle.
PLN000058,BEN000186,365,Benefit auto-activates within 24 hours of recharge.
PLN000100,BEN000081,365,Redeemable via MyTelecom app.
PLN000022,BEN000048,90,Applicable on first activation. Subject to availability.
PLN000020,BEN000024,28,Can be availed once per billing cycle.
PLN000006,BEN000131,90,Terms subject to change without notice.
PLN000097,BEN000155,60,Can be availed once per billing cycle.
PLN000089,BEN000040,90,Can be availed once per billing cycle.
PLN000076,BEN000167,7,Can be availed once per billing cycle.
PLN000001,BEN000049,60,Maximum one redemption per subscriber.
PLN000030,BEN000153,7,Redeemable via MyTelecom app.
PLN000025,BEN000116,90,Applicable on first activation. Subject to availability.
PLN000012,BEN000199,28,Can be availed once per billing cycle.
PLN000034,BEN000104,7,Redeemable via MyTelecom app.
PLN000045,BEN000032,30,Maximum one redemption per subscriber.
PLN000074,BEN000183,14,Applicable only on selected networks.
PLN000064,BEN000195,7,Can be availed once per billing cycle.
PLN000011,BEN000166,90,Can be availed once per billing cycle.
PLN000057,BEN000018,60,Requires active internet connection to access.
PLN000091,BEN000175,14,Terms subject to change without notice.
PLN000067,BEN000130,14,Redeemable via MyTelecom app.
PLN000086,BEN000123,90,Benefit auto-activates within 24 hours of recharge.
PLN000004,BEN000011,60,Benefit auto-activates within 24 hours of recharge.
PLN000064,BEN000052,30,Valid for plan duration only. Non-transferable.
PLN000086,BEN000113,90,Applicable on first activation. Subject to availability.
PLN000067,BEN000148,30,Maximum one redemption per subscriber.
PLN000026,BEN000156,14,Applicable on first activation. Subject to availability.
PLN000046,BEN000083,90,Offer valid for new subscribers only.
PLN000036,BEN000184,365,Applicable only on selected networks.
PLN000016,BEN000136,30,Applicable only on selected networks.
PLN000066,BEN000194,30,Maximum one redemption per subscriber.
PLN000050,BEN000044,365,Requires active internet connection to access.
PLN000095,BEN000052,180,Redeemable via MyTelecom app.
PLN000086,BEN000110,180,Applicable only on selected networks.
PLN000028,BEN000104,14,Maximum one redemption per subscriber.
PLN000058,BEN000044,60,Maximum one redemption per subscriber.
PLN000089,BEN000151,7,Valid for plan duration only. Non-transferable.
PLN000099,BEN000017,28,Maximum one redemption per subscriber.
PLN000010,BEN000089,28,Terms subject to change without notice.
PLN000025,BEN000109,90,Applicable only on selected networks.
PLN000002,BEN000173,60,Applicable on first activation. Subject to availability.
PLN000068,BEN000026,30,Maximum one redemption per subscriber.
PLN000023,BEN000051,90,Applicable only on selected networks.
PLN000100,BEN000098,365,Applicable on first activation. Subject to availability.
PLN000092,BEN000193,14,Redeemable via MyTelecom app.
PLN000046,BEN000164,30,Requires active internet connection to access.
PLN000018,BEN000198,365,Terms subject to change without notice.
PLN000002,BEN000060,60,Requires active internet connection to access.
PLN000097,BEN000196,30,Can be availed once per billing cycle.
PLN000080,BEN000046,7,Requires active internet connection to access.
PLN000013,BEN000073,14,Benefit auto-activates within 24 hours of recharge.
PLN000082,BEN000178,180,Redeemable via MyTelecom app.
PLN000034,BEN000125,14,Can be availed once per billing cycle.
PLN000017,BEN000053,7,Benefit auto-activates within 24 hours of recharge.
PLN000004,BEN000119,14,Maximum one redemption per subscriber.
PLN000011,BEN000132,180,Redeemable via MyTelecom app.
PLN000025,BEN000020,180,Can be availed once per billing cycle.
PLN000014,BEN000010,30,Requires active internet connection to access.
PLN000045,BEN000138,60,Terms subject to change without notice.
PLN000059,BEN000174,7,Valid for plan duration only. Non-transferable.
PLN000063,BEN000059,180,Maximum one redemption per subscriber.
PLN000090,BEN000110,28,Maximum one redemption per subscriber.
PLN000035,BEN000048,90,Benefit auto-activates within 24 hours of recharge.
PLN000075,BEN000037,7,Terms subject to change without notice.
PLN000087,BEN000036,180,Can be availed once per billing cycle.
PLN000016,BEN000125,180,Maximum one redemption per subscriber.
PLN000022,BEN000012,28,Offer valid for new subscribers only.
PLN000005,BEN000127,7,Valid for plan duration only. Non-transferable.
PLN000072,BEN000084,180,Benefit auto-activates within 24 hours of recharge.
PLN000068,BEN000129,28,Terms subject to change without notice.
PLN000016,BEN000118,28,Terms subject to change without notice.
PLN000091,BEN000001,30,Can be availed once per billing cycle.
PLN000028,BEN000023,28,Valid for plan duration only. Non-transferable.
PLN000016,BEN000019,28,Can be availed once per billing cycle.
PLN000090,BEN000021,365,Applicable only on selected networks.
PLN000068,BEN000159,28,Benefit auto-activates within 24 hours of recharge.
PLN000054,BEN000166,60,Applicable only on selected networks.
PLN000011,BEN000115,28,Benefit auto-activates within 24 hours of recharge.
PLN000056,BEN000173,90,Valid for plan duration only. Non-transferable.
PLN000072,BEN000050,90,Maximum one redemption per subscriber.
PLN000012,BEN000089,30,Terms subject to change without notice.
PLN000079,BEN000167,30,Applicable on first activation. Subject to availability.
PLN000050,BEN000146,90,Applicable on first activation. Subject to availability.
PLN000038,BEN000167,60,Maximum one redemption per subscriber.
PLN000033,BEN000076,7,Can be availed once per billing cycle.
PLN000040,BEN000023,365,Benefit auto-activates within 24 hours of recharge.
PLN000060,BEN000055,365,Valid for plan duration only. Non-transferable.
PLN000050,BEN000053,14,Maximum one redemption per subscriber.
PLN000035,BEN000156,28,Valid for plan duration only. Non-transferable.
PLN000069,BEN000117,180,Applicable only on selected networks.
PLN000043,BEN000166,180,Applicable on first activation. Subject to availability.
PLN000069,BEN000095,90,Redeemable via MyTelecom app.
PLN000005,BEN000154,60,Offer valid for new subscribers only.
PLN000010,BEN000062,7,Can be availed once per billing cycle.
PLN000017,BEN000159,28,Can be availed once per billing cycle.
PLN000076,BEN000025,14,Applicable on first activation. Subject to availability.
PLN000028,BEN000141,180,Benefit auto-activates within 24 hours of recharge.
PLN000035,BEN000007,90,Applicable on first activation. Subject to availability.
PLN000048,BEN000061,60,Applicable only on selected networks.
PLN000054,BEN000142,90,Maximum one redemption per subscriber.
PLN000097,BEN000064,90,Offer valid for new subscribers only.
PLN000069,BEN000023,90,Benefit auto-activates within 24 hours of recharge.
PLN000070,BEN000074,7,Applicable only on selected networks.
PLN000007,BEN000066,30,Can be availed once per billing cycle.
PLN000023,BEN000124,28,Applicable only on selected networks.
PLN000070,BEN000028,28,Redeemable via MyTelecom app.
PLN000028,BEN000029,60,Benefit auto-activates within 24 hours of recharge.
PLN000031,BEN000021,14,Maximum one redemption per subscriber.
PLN000033,BEN000083,30,Terms subject to change without notice.
PLN000079,BEN000156,28,Valid for plan duration only. Non-transferable.
PLN000070,BEN000144,60,Redeemable via MyTelecom app.
PLN000051,BEN000079,365,Applicable on first activation. Subject to availability.
PLN000024,BEN000130,14,Redeemable via MyTelecom app.
PLN000093,BEN000062,60,Requires active internet connection to access.
PLN000033,BEN000015,28,Maximum one redemption per subscriber.
PLN000067,BEN000194,60,Terms subject to change without notice.
PLN000083,BEN000159,180,Terms subject to change without notice.
PLN000050,BEN000188,14,Can be availed once per billing cycle.
PLN000033,BEN000172,180,Requires active internet connection to access.
PLN000018,BEN000005,28,Applicable only on selected networks.
PLN000082,BEN000079,14,Benefit auto-activates within 24 hours of recharge.
PLN000010,BEN000131,7,Requires active internet connection to access.
PLN000100,BEN000026,365,Requires active internet connection to access.
PLN000009,BEN000079,30,Maximum one redemption per subscriber.
PLN000065,BEN000151,90,Can be availed once per billing cycle.
PLN000055,BEN000092,28,Requires active internet connection to access.
PLN000025,BEN000091,180,Offer valid for new subscribers only.
PLN000087,BEN000166,30,Applicable on first activation. Subject to availability.
PLN000085,BEN000018,7,Maximum one redemption per subscriber.
PLN000073,BEN000017,28,Offer valid for new subscribers only.
PLN000044,BEN000062,365,Can be availed once per billing cycle.
PLN000045,BEN000002,365,Can be availed once per billing cycle.
PLN000037,BEN000030,28,Benefit auto-activates within 24 hours of recharge.
PLN000024,BEN000069,14,Terms subject to change without notice.
PLN000034,BEN000118,7,Applicable only on selected networks.
PLN000063,BEN000111,7,Terms subject to change without notice.
PLN000097,BEN000100,60,Redeemable via MyTelecom app.
PLN000018,BEN000134,365,Redeemable via MyTelecom app.
PLN000035,BEN000079,7,Can be availed once per billing cycle.
PLN000050,BEN000096,180,Offer valid for new subscribers only.
PLN000050,BEN000124,28,Valid for plan duration only. Non-transferable.
PLN000069,BEN000185,365,Valid for plan duration only. Non-transferable.
PLN000060,BEN000185,90,Redeemable via MyTelecom app.
PLN000022,BEN000042,90,Redeemable via MyTelecom app.
PLN000004,BEN000148,365,Can be availed once per billing cycle.
PLN000026,BEN000103,90,Terms subject to change without notice.
PLN000062,BEN000141,30,Can be availed once per billing cycle.
PLN000042,BEN000133,30,Applicable on first activation. Subject to availability.
PLN000005,BEN000017,14,Applicable on first activation. Subject to availability.
PLN000021,BEN000061,180,Applicable on first activation. Subject to availability.
PLN000053,BEN000055,14,Applicable on first activation. Subject to availability.
PLN000050,BEN000170,28,Applicable only on selected networks.
PLN000083,BEN000162,14,Requires active internet connection to access.
PLN000055,BEN000189,14,Maximum one redemption per subscriber.
PLN000084,BEN000179,90,Applicable only on selected networks.
PLN000043,BEN000058,7,Offer valid for new subscribers only.
PLN000040,BEN000081,365,Redeemable via MyTelecom app.
PLN000073,BEN000104,90,Applicable on first activation. Subject to availability.
PLN000021,BEN000153,7,Applicable only on selected networks.
PLN000043,BEN000008,180,Offer valid for new subscribers only.
PLN000095,BEN000053,30,Terms subject to change without notice.
PLN000023,BEN000046,60,Valid for plan duration only. Non-transferable.
PLN000018,BEN000176,7,Requires active internet connection to access.
PLN000100,BEN000144,30,Redeemable via MyTelecom app.
PLN000085,BEN000179,90,Can be availed once per billing cycle.
PLN000032,BEN000154,30,Offer valid for new subscribers only.
PLN000086,BEN000065,7,Terms subject to change without notice.
PLN000100,BEN000022,365,Offer valid for new subscribers only.
PLN000084,BEN000034,14,Benefit auto-activates within 24 hours of recharge.
PLN000079,BEN000104,60,Redeemable via MyTelecom app.
PLN000023,BEN000052,90,Terms subject to change without notice.
PLN000084,BEN000045,28,Applicable only on selected networks.
PLN000080,BEN000039,365,Maximum one redemption per subscriber.
PLN000055,BEN000115,180,Applicable on first activation. Subject to availability.
PLN000049,BEN000038,90,Valid for plan duration only. Non-transferable.
